ID,name,href,first_party,second_party,winning_party,winner_index,facts
3280,"United States v. Arthrex, Inc., et al.",https://api.oyez.org/cases/2020/19-1434,United States,"Arthrex, Inc., et al.",,,"<p>The Patent Trial and Appeal Board consists of a Director, a Deputy Director, a Commissioner for Patents, a Commissioner for Trademarks, and administrative patent judges. Under 35 U.S.C. § 6(a), the Secretary of Commerce, in consultation with the Director of the U.S. Patent and Trademark Office (U"
3281,"Willie Earl Carr, et al. v. Andrew M. Saul, Commissioner of Social Security",https://api.oyez.org/cases/2020/19-1442,"Willie Earl Carr, et al.","Andrew M. Saul, Commissioner of Social Security",,,"<p>Willie Earl Carr sought disability benefits from the Social Security Administration (“SSA”), but an administrative law judge (“ALJ”) denied his claim and the agency’s Appeals Council declined to review the decision. Carr appealed to a federal district court.</p>
<p>While his case in the district "
3282,"Cedar Point Nursery, et al. v. Victoria Hassid, et al.",https://api.oyez.org/cases/2020/20-107,"Cedar Point Nursery, et al.","Victoria Hassid, et al.",,,"<p>In 1975, California enacted the Agricultural Labor Relations Act (“ALRA”), which, among other things, created the Agricultural Labor Relations Board (“the Board”). Shortly after Act went into effect and established the Board, the Board promulgated a regulation allowing union organizers access to "
3283,Arthur Gregory Lange v. California,https://api.oyez.org/cases/2020/20-18,Arthur Gregory Lange,California,,,"<p>A California Highway Patrol officer observed a parked car “playing music very loudly,” and then the driver, Arthur Gregory Lange, honked the horn four or five times despite there being no other vehicles nearby. Finding this behavior unusual, the officer began following Lange, intending to conduct"
3284,"Donald J. Trump, President of the United States, et al. v. New York, et al.",https://api.oyez.org/cases/2020/20-366,"Donald J. Trump, President of the United States, et al.","New York, et al.",,,"<p>On July 21, 2020, President Donald Trump announced that the population figures used to determine the apportionment of Congress would, in a reversal of long-standing practice, exclude non-citizens who are not lawfully present in the United States. To implement this new policy, the President ordere"
3285,"Roman Catholic Diocese of Brooklyn, New York v. Andrew M. Cuomo, Governor of New York",https://api.oyez.org/cases/2020/20a87,"Roman Catholic Diocese of Brooklyn, New York","Andrew M. Cuomo, Governor of New York",,,"<p>In an effort to curb rising infections of COVID-19, New York Governor Andrew Cuomo issued an executive order identifying clusters of COVID-19 cases and restricting the surrounding area. The area immediately around a cluster was classified as a “red” zone, where attendance at worship services is l"
3286,"Edward A. Caniglia v. Robert F. Strom, et al.",https://api.oyez.org/cases/2020/20-157,Edward A. Caniglia,"Robert F. Strom, et al.",,,"<p>Edward Canaglia and his wife Kim got into a heated argument, during which Canaglia displayed a gun and told Kim something to the effect of “shoot me now.” Fearing for her husband’s state of mind, Kim decided to vacate the premises for the night. The next morning, she asked an officer from the Cra"
3287,"Goldman Sachs Group, Inc., et al. v. Arkansas Teacher Retirement System, et al.",https://api.oyez.org/cases/2020/20-222,"Goldman Sachs Group, Inc., et al.","Arkansas Teacher Retirement System, et al.",,,"<p>Shareholders of Goldman Sachs Group filed a class-action lawsuit alleging that the company and several of its executives committed securities fraud by misrepresenting the company’s freedom from, or ability to combat, conflicts of interest in its business practices. The district court certified a "
3288,TransUnion LLC v. Sergio L. Ramirez,https://api.oyez.org/cases/2020/20-297,TransUnion LLC,Sergio L. Ramirez,,,"<p>In February 2011, Sergio Ramirez went with his wife and father-in-law to purchase a car. When the dealership ran a joint credit check on Ramirez and his wife, it discovered that Ramirez was on a list maintained by the Treasury Department’s Office of Foreign Assets Control (OFAC), of people with w"
3289,"National Collegiate Athletic Association v. Shawne Alston, et al.",https://api.oyez.org/cases/2020/20-512,National Collegiate Athletic Association,"Shawne Alston, et al.",,,"<p>In <em>NCAA v. Board of Regents of the University of Oklahoma</em>, 468 U.S. 85 (1984), the Supreme Court struck down the NCAA’s television plan as violating antitrust law, but in so doing it held that the rules regarding eligibility standards for college athletes are subject to a different and l"
3290,"Mahanoy Area School District v. B. L., a Minor, By and Through Her Father, Lawrence Levy, and Her Mother, Betty Lou Levy",https://api.oyez.org/cases/2020/20-255,Mahanoy Area School District,"B. L., a Minor, By and Through Her Father, Lawrence Levy, and Her Mother, Betty Lou Levy",,,"<p>B.L., a student at Mahanoy Area High School (MAHS), tried out for and failed to make her high school's varsity cheerleading team, making instead only the junior varsity team. Over a weekend and away from school, she posted a picture of herself on Snapchat with the caption “Fuck school fuck softba"
3291,Gregory Greer v. United States,https://api.oyez.org/cases/2020/19-8709,Gregory Greer,United States,,,"<p>In 2007, Tracy A. Greer pleaded guilty to one count of being a felon in possession of a firearm, in violation of 18 U.S.C. § 922(g), along with numerous other charges not directly relevant to this case. In the plea agreement, the parties agreed that Greer was “punishable as an Armed Career Crimin"
3292,"Americans for Prosperity Foundation v. Rob Bonta, Attorney General of California",https://api.oyez.org/cases/2020/19-251,Americans for Prosperity Foundation,"Rob Bonta, Attorney General of California",,,"<p>The California Attorney General’s office has a policy requiring charities to provide the state, on a confidential basis, information about their major donors, purportedly to help the state protect consumers from fraud and the misuse of their charitable contributions. Petitioner Americans for Pros"
3293,"Jose Santos Sanchez, et al. v. Alejandro N. Mayorkas, Secretary of Homeland Security, et al.",https://api.oyez.org/cases/2020/20-315,"Jose Santos Sanchez, et al.","Alejandro N. Mayorkas, Secretary of Homeland Security, et al.",,,"<p>Petitioners Jose Sanchez and his wife were citizens of El Salvador who entered the United States without inspection or admission in 1997 and again in 1998. Following a series of earthquakes in El Salvador in 2001, they applied for and received temporary protected status (TPS) and were subsequentl"
3294,"City of San Antonio, Texas, On Behalf of Itself and All Other Similarly Situated Texas Municipalities v. Hotels.com, L.P., et al.",https://api.oyez.org/cases/2020/20-334,"City of San Antonio, Texas, On Behalf of Itself and All Other Similarly Situated Texas Municipalities","Hotels.com, L.P., et al.",,,"<p>In 2006, the City of San Antonio, Texas, filed a class-action lawsuit against various online travel companies (OTCs), such as Hotels.com, Hotwire, Orbitz, and Travelocity, alleging that the service fees those companies charged constitute the “cost of occupancy” and therefore are subject to munici"
3295,Territory of Guam v. United States,https://api.oyez.org/cases/2020/20-382,Territory of Guam,United States,,,"<p>The United States captured the island of Guam from Spain in 1898, during the Spanish-American War. From 1903, the United States maintained military rule until the passage of the Guam Organic Act in 1950, which formally transferred power from the United States to Guam’s newly formed civilian gover"
3296,"Minerva Surgical, Inc. v. Hologic, Inc., et al.",https://api.oyez.org/cases/2020/20-440,"Minerva Surgical, Inc.","Hologic, Inc., et al.",,,"<p>Hologic, Inc. and another company sued Minerva Surgical, Inc. for patent infringement (U.S. Patent Nos. 6,872,183 and 9,095,348). The patents relate to procedures and devices for endometrial ablation, which is a treatment involving the destruction of the lining of the uterus in order to treat men"
3297,"HollyFrontier Cheyenne Refining, LLC, et al. v. Renewable Fuels Association, et al.",https://api.oyez.org/cases/2020/20-472,"HollyFrontier Cheyenne Refining, LLC, et al.","Renewable Fuels Association, et al.",,,"<p>Congress amended the Clean Air Act through the Energy Policy Act of 2005 in an effort to reduce the nation’s dependence on fossil fuels. The legislation set certain targets for replacing fossil fuels with renewable fuels but created several exemptions, including one for small refineries if compli"
3298,"Janet L. Yellen, Secretary of the Treasury v. Confederated Tribes of the Chehalis Reservation, et al.",https://api.oyez.org/cases/2020/20-543,"Janet L. Yellen, Secretary of the Treasury","Confederated Tribes of the Chehalis Reservation, et al.",,,"<p>For over a century after the Alaska Purchase in 1867, the federal government had no settled policy on recognition of Alaska Native groups as Indian tribes. In 1971, Congress enacted the Alaska Native Claims Settlement Act (ANCSA), which authorized the creation of two types of corporations to rece"
3299,United States v. Refugio Palomar-Santiago,https://api.oyez.org/cases/2020/20-437,United States,Refugio Palomar-Santiago,,,"<p>Refugio Palomar-Santiago, a Mexican national, was granted permanent resident status in the United States in 1990. In 1991, he was convicted of a felony DUI in California, and he was subsequently deported because a DUI is a “crime of violence” under 18 U.S.C. § 16, and felony DUI is an aggravated "
3300,Tarahrick Terry v. United States,https://api.oyez.org/cases/2020/20-5904,Tarahrick Terry,United States,,,"<p>Tarahrick Terry pleaded guilty to one count of possession with intent to distribute a substance containing a “detectable” amount of cocaine base (3.9 grams), thus triggering the penalties in 21 U.S.C. § 841(b)(1)(C). Based on his prior convictions, the statutory term of imprisonment was 0 to 30 y"
